hour,production,consumption
2023-09-06 13:00,3.72,8.86
2023-09-06 14:00,3.7,8.77
2023-09-06 15:00,2.75,9.59
2023-09-06 16:00,1.34,9.47
2023-09-06 17:00,0.54,8.87
2023-09-06 18:00,1.2,9.6
2023-09-06 19:00,0.0,9.89
2023-09-06 20:00,0.0,10.6
2023-09-06 21:00,0.0,8.11
2023-09-06 22:00,0.0,10.19
2023-09-06 23:00,0.0,3.21
2023-09-07 00:00,0.0,2.72
2023-09-07 01:00,0.0,2.66
2023-09-07 02:00,0.0,2.14
2023-09-07 03:00,0.0,3.59
2023-09-07 04:00,0.0,3.53
2023-09-07 05:00,0.0,3.42
2023-09-07 06:00,0.0,9.97
2023-09-07 07:00,0.91,7.29
2023-09-07 08:00,1.7,10.51
2023-09-07 09:00,1.59,7.23
2023-09-07 10:00,4.03,8.86
2023-09-07 11:00,4.72,9.41
2023-09-07 12:00,4.26,7.61
2023-09-07 13:00,4.76,8.4
2023-09-07 14:00,2.48,8.54
2023-09-07 15:00,2.92,8.52
2023-09-07 16:00,1.01,9.54
2023-09-07 17:00,0.1,9.35
2023-09-07 18:00,0.12,9.13
2023-09-07 19:00,0.0,7.98
2023-09-07 20:00,0.0,10.69
2023-09-07 21:00,0.0,6.36
2023-09-07 22:00,0.0,9.22
2023-09-07 23:00,0.0,3.13
