hour,production,consumption
2023-08-04 01:00,0.0,2.89
2023-08-04 02:00,0.0,3.59
2023-08-04 03:00,0.0,2.44
2023-08-04 04:00,0.0,3.42
2023-08-04 05:00,0.0,2.38
2023-08-04 06:00,0.0,10.37
2023-08-04 07:00,1.6,6.92
2023-08-04 08:00,2.0,8.0
2023-08-04 09:00,3.12,8.61
2023-08-04 10:00,3.54,9.29
2023-08-04 11:00,4.15,7.06
2023-08-04 12:00,4.69,8.4
2023-08-04 13:00,4.53,10.34
2023-08-04 14:00,3.7,9.39
2023-08-04 15:00,2.18,10.27
2023-08-04 16:00,2.82,6.83
2023-08-04 17:00,1.01,9.91
2023-08-04 18:00,0.07,10.13
2023-08-04 19:00,0.0,9.54
2023-08-04 20:00,0.0,9.43
2023-08-04 21:00,0.0,9.75
2023-08-04 22:00,0.0,9.48
2023-08-04 23:00,0.0,3.33
2023-08-05 00:00,0.0,3.37
2023-08-05 01:00,0.0,2.88
2023-08-05 02:00,0.0,2.56
2023-08-05 03:00,0.0,3.31
2023-08-05 04:00,0.0,3.22
2023-08-05 05:00,0.0,3.58
2023-08-05 06:00,0.0,8.63
2023-08-05 07:00,1.13,6.93
2023-08-05 08:00,1.64,7.83
2023-08-05 09:00,1.84,8.53
2023-08-05 10:00,3.72,9.4
2023-08-05 11:00,4.57,9.64
2023-08-05 12:00,5.45,9.73
2023-08-05 13:00,4.4,10.11
2023-08-05 14:00,3.01,9.15
2023-08-05 15:00,3.62,8.28
2023-08-05 16:00,1.7,9.05
2023-08-05 17:00,2.15,9.52
2023-08-05 18:00,0.22,8.86
2023-08-05 19:00,0.0,6.92
2023-08-05 20:00,0.0,10.48
2023-08-05 21:00,0.0,9.62
2023-08-05 22:00,0.0,9.86
2023-08-05 23:00,0.0,2.97
2023-08-06 00:00,0.0,2.85
2023-08-06 01:00,0.0,3.24
2023-08-06 02:00,0.0,2.09
2023-08-06 03:00,0.0,3.1
2023-08-06 04:00,0.0,2.77
2023-08-06 05:00,0.0,3.94
2023-08-06 06:00,0.0,7.86
2023-08-06 07:00,1.43,8.77
2023-08-06 08:00,1.0,10.06
2023-08-06 09:00,3.13,9.3
2023-08-06 10:00,4.96,8.33
2023-08-06 11:00,3.4,7.78
2023-08-06 12:00,5.03,11.14
2023-08-06 13:00,3.88,7.22
2023-08-06 14:00,2.95,9.58
2023-08-06 15:00,2.37,9.6
2023-08-06 16:00,1.11,9.09
2023-08-06 17:00,0.97,9.68
2023-08-06 18:00,0.43,9.05
2023-08-06 19:00,0.0,8.5
2023-08-06 20:00,0.0,9.35
2023-08-06 21:00,0.0,8.02
2023-08-06 22:00,0.0,8.39
2023-08-06 23:00,0.0,3.48
2023-08-07 00:00,0.0,2.79
2023-08-07 01:00,0.0,3.23
2023-08-07 02:00,0.0,3.27
2023-08-07 03:00,0.0,3.37
2023-08-07 04:00,0.0,2.69
2023-08-07 05:00,0.0,3.1
2023-08-07 06:00,0.0,10.55
2023-08-07 07:00,1.09,9.68
2023-08-07 08:00,1.95,8.92
2023-08-07 09:00,1.72,7.18
2023-08-07 10:00,3.4,9.31
2023-08-07 11:00,4.26,11.17
2023-08-07 12:00,4.79,8.52
2023-08-07 13:00,4.25,7.81
2023-08-07 14:00,3.46,8.59
2023-08-07 15:00,2.34,10.98
2023-08-07 16:00,3.51,9.87
2023-08-07 17:00,1.24,10.02
2023-08-07 18:00,0.25,11.08
2023-08-07 19:00,0.0,9.36
2023-08-07 20:00,0.0,10.73
2023-08-07 21:00,0.0,8.94
2023-08-07 22:00,0.0,9.99
2023-08-07 23:00,0.0,3.01
