hour,production,consumption
2023-07-04 08:00,1.35,7.05
2023-07-04 09:00,2.99,10.43
2023-07-04 10:00,2.9,10.09
2023-07-04 11:00,4.41,10.69
2023-07-04 12:00,4.26,8.75
2023-07-04 13:00,2.98,7.62
2023-07-04 14:00,2.59,8.62
2023-07-04 15:00,2.19,7.48
2023-07-04 16:00,1.77,10.39
2023-07-04 17:00,1.2,9.36
2023-07-04 18:00,0.11,8.15
2023-07-04 19:00,0.0,10.03
2023-07-04 20:00,0.0,11.09
2023-07-04 21:00,0.0,7.86
2023-07-04 22:00,0.0,7.83
2023-07-04 23:00,0.0,3.64
2023-07-05 00:00,0.0,2.95
2023-07-05 01:00,0.0,2.59
2023-07-05 02:00,0.0,2.52
2023-07-05 03:00,0.0,3.13
2023-07-05 04:00,0.0,2.97
2023-07-05 05:00,0.0,3.24
2023-07-05 06:00,0.0,8.19
2023-07-05 07:00,1.51,8.68
2023-07-05 08:00,1.89,8.61
2023-07-05 09:00,2.61,9.5
2023-07-05 10:00,2.88,9.99
2023-07-05 11:00,3.1,9.05
2023-07-05 12:00,3.82,5.72
2023-07-05 13:00,4.07,9.43
2023-07-05 14:00,2.54,8.26
2023-07-05 15:00,2.55,8.38
2023-07-05 16:00,2.79,8.72
2023-07-05 17:00,1.64,7.45
2023-07-05 18:00,0.84,8.46
2023-07-05 19:00,0.0,9.69
2023-07-05 20:00,0.0,9.31
2023-07-05 21:00,0.0,6.54
2023-07-05 22:00,0.0,8.32
2023-07-05 23:00,0.0,2.95
2023-07-06 00:00,0.0,3.18
2023-07-06 01:00,0.0,2.68
2023-07-06 02:00,0.0,2.76
2023-07-06 03:00,0.0,2.84
2023-07-06 04:00,0.0,2.95
2023-07-06 05:00,0.0,3.86
2023-07-06 06:00,0.0,10.42
2023-07-06 07:00,0.48,8.35
2023-07-06 08:00,0.94,7.03
2023-07-06 09:00,2.52,10.09
2023-07-06 10:00,2.34,10.56
2023-07-06 11:00,3.15,9.33
2023-07-06 12:00,5.99,9.41
2023-07-06 13:00,4.1,10.67
2023-07-06 14:00,3.15,8.86
2023-07-06 15:00,1.47,9.4
2023-07-06 16:00,0.73,8.59
2023-07-06 17:00,2.37,9.06
2023-07-06 18:00,0.21,10.42
2023-07-06 19:00,0.0,7.6
2023-07-06 20:00,0.0,11.54
2023-07-06 21:00,0.0,8.01
2023-07-06 22:00,0.0,9.72
2023-07-06 23:00,0.0,3.8
2023-07-07 00:00,0.0,3.47
2023-07-07 01:00,0.0,2.65
2023-07-07 02:00,0.0,3.14
2023-07-07 03:00,0.0,3.04
2023-07-07 04:00,0.0,3.01
2023-07-07 05:00,0.0,3.01
2023-07-07 06:00,0.0,8.71
2023-07-07 07:00,0.19,9.25
2023-07-07 08:00,2.74,7.51
2023-07-07 09:00,2.57,9.66
2023-07-07 10:00,3.7,6.47
2023-07-07 11:00,3.67,9.56
2023-07-07 12:00,4.93,8.03
2023-07-07 13:00,3.87,7.68
2023-07-07 14:00,1.94,6.45
2023-07-07 15:00,2.72,10.25
2023-07-07 16:00,1.67,7.82
2023-07-07 17:00,1.15,9.16
2023-07-07 18:00,0.3,8.77
2023-07-07 19:00,0.0,10.23
2023-07-07 20:00,0.0,8.92
2023-07-07 21:00,0.0,8.19
2023-07-07 22:00,0.0,9.1
2023-07-07 23:00,0.0,3.11
