hour,production,consumption
2023-03-07 05:00,0.0,2.67
2023-03-07 06:00,0.0,6.33
2023-03-07 07:00,1.12,7.84
2023-03-07 08:00,1.82,7.93
2023-03-07 09:00,2.21,8.7
2023-03-07 10:00,3.81,9.54
2023-03-07 11:00,3.44,10.0
2023-03-07 12:00,4.88,8.59
2023-03-07 13:00,4.69,10.33
2023-03-07 14:00,3.2,9.93
2023-03-07 15:00,2.09,10.16
2023-03-07 16:00,2.41,10.11
2023-03-07 17:00,1.71,9.2
2023-03-07 18:00,0.48,8.51
2023-03-07 19:00,0.0,10.87
2023-03-07 20:00,0.0,7.56
2023-03-07 21:00,0.0,9.69
2023-03-07 22:00,0.0,7.69
2023-03-07 23:00,0.0,2.48
