hour,production,consumption
2023-04-05 22:00,0.0,9.88
2023-04-05 23:00,0.0,2.88
2023-04-06 00:00,0.0,2.91
2023-04-06 01:00,0.0,3.53
2023-04-06 02:00,0.0,3.46
2023-04-06 03:00,0.0,2.41
2023-04-06 04:00,0.0,2.97
2023-04-06 05:00,0.0,3.45
2023-04-06 06:00,0.0,9.93
2023-04-06 07:00,0.57,10.6
2023-04-06 08:00,2.52,8.47
2023-04-06 09:00,1.98,8.62
2023-04-06 10:00,2.76,9.35
2023-04-06 11:00,3.14,9.46
2023-04-06 12:00,5.37,7.77
2023-04-06 13:00,4.29,10.43
2023-04-06 14:00,2.77,9.75
2023-04-06 15:00,2.12,11.46
2023-04-06 16:00,2.95,9.18
2023-04-06 17:00,0.54,8.63
2023-04-06 18:00,0.99,9.34
2023-04-06 19:00,0.0,7.97
2023-04-06 20:00,0.0,8.57
2023-04-06 21:00,0.0,8.9
2023-04-06 22:00,0.0,9.39
2023-04-06 23:00,0.0,2.75
2023-04-07 00:00,0.0,3.12
2023-04-07 01:00,0.0,3.25
2023-04-07 02:00,0.0,3.59
2023-04-07 03:00,0.0,3.26
2023-04-07 04:00,0.0,3.12
2023-04-07 05:00,0.0,3.51
2023-04-07 06:00,0.0,8.74
2023-04-07 07:00,1.6,8.53
2023-04-07 08:00,2.48,9.77
2023-04-07 09:00,1.36,9.32
2023-04-07 10:00,2.46,7.84
2023-04-07 11:00,3.85,9.16
2023-04-07 12:00,3.81,9.68
2023-04-07 13:00,5.36,11.45
2023-04-07 14:00,3.09,7.05
2023-04-07 15:00,2.8,7.99
2023-04-07 16:00,1.6,8.65
2023-04-07 17:00,1.05,8.77
2023-04-07 18:00,0.06,9.34
2023-04-07 19:00,0.0,7.88
2023-04-07 20:00,0.0,10.1
2023-04-07 21:00,0.0,9.08
2023-04-07 22:00,0.0,10.08
2023-04-07 23:00,0.0,2.57
