hour,production,consumption
2023-11-05 03:00,0.0,3.02
2023-11-05 04:00,0.0,2.46
2023-11-05 05:00,0.0,3.04
2023-11-05 06:00,0.0,10.95
2023-11-05 07:00,0.53,8.29
2023-11-05 08:00,1.32,9.87
2023-11-05 09:00,2.17,9.56
2023-11-05 10:00,3.62,9.04
2023-11-05 11:00,4.73,9.44
2023-11-05 12:00,4.11,9.89
2023-11-05 13:00,3.76,8.93
2023-11-05 14:00,4.56,9.15
2023-11-05 15:00,2.74,9.79
2023-11-05 16:00,2.32,8.98
2023-11-05 17:00,0.92,9.7
2023-11-05 18:00,0.74,10.72
2023-11-05 19:00,0.0,9.2
2023-11-05 20:00,0.0,8.31
2023-11-05 21:00,0.0,10.78
2023-11-05 22:00,0.0,9.33
2023-11-05 23:00,0.0,2.56
2023-11-06 00:00,0.0,3.61
2023-11-06 01:00,0.0,2.55
2023-11-06 02:00,0.0,2.88
2023-11-06 03:00,0.0,2.96
2023-11-06 04:00,0.0,2.48
2023-11-06 05:00,0.0,3.49
2023-11-06 06:00,0.0,8.36
2023-11-06 07:00,0.68,8.96
2023-11-06 08:00,2.06,7.64
2023-11-06 09:00,2.2,11.51
2023-11-06 10:00,3.31,8.45
2023-11-06 11:00,3.73,6.83
2023-11-06 12:00,5.13,7.4
2023-11-06 13:00,3.93,8.62
2023-11-06 14:00,3.54,9.82
2023-11-06 15:00,2.64,8.89
2023-11-06 16:00,2.53,10.91
2023-11-06 17:00,1.23,7.44
2023-11-06 18:00,0.64,9.6
2023-11-06 19:00,0.0,8.79
2023-11-06 20:00,0.0,7.89
2023-11-06 21:00,0.0,8.65
2023-11-06 22:00,0.0,7.79
2023-11-06 23:00,0.0,2.96
2023-11-07 00:00,0.0,2.6
2023-11-07 01:00,0.0,3.3
2023-11-07 02:00,0.0,3.18
2023-11-07 03:00,0.0,3.47
2023-11-07 04:00,0.0,2.47
2023-11-07 05:00,0.0,3.57
2023-11-07 06:00,0.0,10.3
2023-11-07 07:00,1.7,10.06
2023-11-07 08:00,2.19,8.68
2023-11-07 09:00,2.53,8.51
2023-11-07 10:00,4.27,10.53
2023-11-07 11:00,5.05,8.94
2023-11-07 12:00,5.39,8.55
2023-11-07 13:00,4.67,8.42
2023-11-07 14:00,2.32,8.74
2023-11-07 15:00,2.44,7.63
2023-11-07 16:00,1.33,9.98
2023-11-07 17:00,0.69,9.8
2023-11-07 18:00,0.44,8.79
2023-11-07 19:00,0.0,9.32
2023-11-07 20:00,0.0,10.05
2023-11-07 21:00,0.0,10.51
2023-11-07 22:00,0.0,7.56
2023-11-07 23:00,0.0,2.9
