hour,production,consumption
2023-10-06 00:00,0.0,2.54
2023-10-06 01:00,0.0,3.1
2023-10-06 02:00,0.0,2.81
2023-10-06 03:00,0.0,3.4
2023-10-06 04:00,0.0,3.16
2023-10-06 05:00,0.0,2.43
2023-10-06 06:00,0.0,7.81
2023-10-06 07:00,0.87,8.13
2023-10-06 08:00,1.42,9.94
2023-10-06 09:00,1.82,10.04
2023-10-06 10:00,3.22,8.93
2023-10-06 11:00,4.69,7.79
2023-10-06 12:00,4.45,8.31
2023-10-06 13:00,3.95,8.3
2023-10-06 14:00,2.48,9.81
2023-10-06 15:00,2.2,8.92
2023-10-06 16:00,1.49,8.67
2023-10-06 17:00,0.71,10.75
2023-10-06 18:00,0.75,10.71
2023-10-06 19:00,0.0,9.12
2023-10-06 20:00,0.0,9.55
2023-10-06 21:00,0.0,8.44
2023-10-06 22:00,0.0,7.79
2023-10-06 23:00,0.0,3.42
2023-10-07 00:00,0.0,2.85
2023-10-07 01:00,0.0,2.89
2023-10-07 02:00,0.0,2.95
2023-10-07 03:00,0.0,2.75
2023-10-07 04:00,0.0,3.12
2023-10-07 05:00,0.0,3.03
2023-10-07 06:00,0.0,10.67
2023-10-07 07:00,0.91,9.56
2023-10-07 08:00,1.03,7.71
2023-10-07 09:00,1.65,8.52
2023-10-07 10:00,3.91,8.91
2023-10-07 11:00,3.91,10.24
2023-10-07 12:00,4.67,8.74
2023-10-07 13:00,3.83,7.68
2023-10-07 14:00,3.17,8.75
2023-10-07 15:00,2.21,8.26
2023-10-07 16:00,1.14,9.33
2023-10-07 17:00,1.95,8.8
2023-10-07 18:00,0.3,9.14
2023-10-07 19:00,0.0,9.4
2023-10-07 20:00,0.0,9.81
2023-10-07 21:00,0.0,7.35
2023-10-07 22:00,0.0,10.86
2023-10-07 23:00,0.0,2.83
